ID,kID,kName,kResult,Not Transit-Like Flag,Stellar Eclipse Flag,Centroid Offset Flag,Ephemeris Match Indicates Contamination Flag,  Orbital Period (days),Transit Epoch ,Transit Duration (hours) ,Right Ascension, KIC Declination,Kepler-band
4785,4282191,K03439.01,CONFIRMED,0,0,0,0,41.708406300,153.5379300,8.56700,296.107910,39.319908,14155
4786,3559860,K03440.01,FALSE POSITIVE,0,1,0,0,33.025717900,161.0100000,6.03200,295.167210,38.637081,15606
4787,10651945,K03441.01,FALSE POSITIVE,0,1,0,0,25.366990665,138.8144224,5.95560,285.438050,47.903450,15538
4788,7117003,K03514.01,FALSE POSITIVE,1,0,0,0,428.321739280,276.5303520,40.59920,291.543910,42.638988,14173
4789,3240159,K03515.01,FALSE POSITIVE,0,1,0,0,82.137609997,196.1225133,6.11904,292.713170,38.369659,12261
4790,9658118,K03516.01,FALSE POSITIVE,0,1,0,0,24.061274400,138.3874700,19.94380,295.366030,46.377232,14158
4791,7132542,K03517.01,FALSE POSITIVE,0,1,0,0,66.360999160,168.3796420,20.06140,295.885220,42.621880,15327
4792,8589754,K03518.01,FALSE POSITIVE,0,1,0,0,8.939461148,133.0139440,6.19136,300.790010,44.653400,14002
4793,3757590,K03520.01,CANDIDATE,0,0,0,0,135.586076790,177.9285627,5.54241,294.143710,38.877392,13674
4794,2437149,K03598.01,FALSE POSITIVE,0,1,0,0,18.798621950,138.0282680,7.47820,290.205750,37.769138,17628
4795,9529733,K03600.01,FALSE POSITIVE,0,1,0,0,4.809126670,134.0793900,7.93310,293.208800,46.173061,14038
4796,9613070,K03601.01,FALSE POSITIVE,0,1,0,0,2.332115050,132.1968300,2.96723,300.156490,46.203320,14087
4797,9967771,K01875.02,CONFIRMED,0,0,0,0,0.538354070,131.6499900,1.50450,297.938200,46.881401,14498
4798,10845188,K03602.01,FALSE POSITIVE,0,1,0,0,249.362118320,279.6582960,8.35590,283.552520,48.222939,13867
4799,6543893,K01627.03,CANDIDATE,0,0,0,0,3.806758780,133.7492000,2.09200,297.583130,41.952431,15767
4800,6705026,K03374.01,CONFIRMED,0,0,0,0,9.508487100,140.5602000,4.37200,295.409790,42.150829,14440
4801,6705026,K03374.02,CANDIDATE,0,0,0,0,34.108656200,158.4310000,6.40500,295.409790,42.150829,14440
4802,6779726,K03375.01,CANDIDATE,0,0,0,0,47.056332700,173.9653000,4.80700,292.530550,42.214649,15695
4803,3098843,K03376.02,FALSE POSITIVE,0,0,1,0,179.850223310,225.3762426,2.95000,286.232640,38.202888,14372
4804,5553959,K03377.01,CANDIDATE,0,0,0,0,10.010031200,131.6143400,1.35000,297.050660,40.717419,15318
4805,7288306,K03443.01,CONFIRMED,0,0,0,0,96.169569000,170.2581000,7.49600,293.727170,42.806759,15796
4806,5887393,K07748.01,FALSE POSITIVE,0,0,1,0,1.550903740,131.6196600,3.02800,295.062840,41.124611,11626
4807,5384713,K03444.01,CANDIDATE,0,0,0,0,12.671436920,137.5070700,2.49800,297.429200,40.561909,13693
4808,5384713,K03444.02,FALSE POSITIVE,0,1,0,0,60.326688240,145.0574720,1.68640,297.429200,40.561909,13693
4809,5384713,K03444.03,CANDIDATE,0,0,0,0,2.635954350,132.3198400,1.30900,297.429200,40.561909,13693
4810,11860395,K03445.01,CONFIRMED,0,0,0,0,82.303914000,159.0461000,15.40400,289.712010,50.128208,15654
4811,5456023,K03521.01,FALSE POSITIVE,0,1,0,0,131.978277360,179.5881190,7.14981,294.036220,40.659191,14313
4812,6187888,K07768.01,FALSE POSITIVE,0,0,1,1,0.789171236,132.1233300,1.73400,285.516880,41.534321,15352
4813,9529744,K01806.02,CONFIRMED,0,0,0,0,17.934660600,138.2167900,6.25000,293.213560,46.175129,13474
4814,12021387,K03522.01,CANDIDATE,0,0,0,0,241.070745820,223.9933126,9.88863,295.910830,50.409760,10656
4815,8760135,K03524.01,FALSE POSITIVE,0,1,0,0,184.646720800,151.9845800,18.98690,294.371280,44.924759,15603
4816,4073707,K03525.01,FALSE POSITIVE,1,0,0,0,6.282033445,131.5907930,8.37770,295.612610,39.195709,14118
4817,5730394,K03603.01,FALSE POSITIVE,0,1,0,0,5.519188936,134.4700230,7.13510,298.061890,40.957291,16117
4818,6956216,K03604.01,FALSE POSITIVE,0,1,0,0,4.818863794,131.6776550,6.26250,294.087770,42.489666,14550
4819,6137704,K03605.01,FALSE POSITIVE,0,1,0,0,178.268020350,255.3513510,5.86461,295.838350,41.427319,14160
4820,10275074,K03606.01,FALSE POSITIVE,0,1,0,0,2.181555909,133.4867500,4.41739,292.267700,47.394798,14182
4821,10259301,K03608.01,FALSE POSITIVE,0,1,0,0,244.832749730,285.7025679,4.37001,284.815250,47.392632,13556
4822,2995392,K03379.01,CONFIRMED,0,0,0,0,30.454441800,140.7686300,6.89600,292.684270,38.126282,15268
4823,3120308,K03380.01,FALSE POSITIVE,0,0,1,1,10.265589240,136.4964500,3.87900,292.287780,38.274250,14658
4824,9991621,K03382.01,FALSE POSITIVE,0,0,1,0,18.925733300,145.5267000,6.14900,281.180240,46.929901,13857
4825,8078502,K03383.01,CANDIDATE,0,0,0,0,37.886297700,133.0314100,5.21800,283.131900,43.955971,15848
4826,8644365,K03384.01,CANDIDATE,0,0,0,0,10.548413290,139.0640200,1.87200,298.095430,44.737061,13204
4827,5888187,K07749.01,CANDIDATE,0,0,0,0,133.634820700,236.3516300,1.58400,295.273010,41.168282,13623
4828,2852528,K03446.01,FALSE POSITIVE,0,1,1,1,11.961543300,131.8950000,3.12900,291.461490,38.001808,15709
4829,3348216,K03448.01,CANDIDATE,0,0,0,0,32.510844000,136.6249100,3.25400,292.960080,38.431431,14863
4830,7032421,K01747.02,FALSE POSITIVE,1,0,0,1,0.566833990,131.7800607,0.75000,291.418330,42.579819,14792
4831,10798838,K03449.01,FALSE POSITIVE,0,1,0,0,62.127677128,172.0663000,5.25005,292.520290,48.123531,14822
4832,8560940,K03450.01,FALSE POSITIVE,0,1,1,1,31.973064900,133.8409000,8.87200,292.173680,44.662861,14545
4833,10793576,K03451.01,CANDIDATE,0,0,0,0,10.907529770,136.6079700,2.76400,290.344420,48.147308,14056
4834,10292238,K03526.01,FALSE POSITIVE,0,1,0,0,143.118869400,266.3592240,16.81090,298.077390,47.346581,14996
4835,8733497,K03527.01,FALSE POSITIVE,0,1,0,0,76.819854650,188.1256603,5.16249,282.000890,44.960770,14063
4836,4255422,K03528.01,FALSE POSITIVE,0,1,0,0,165.405749950,141.5762383,13.63630,289.697050,39.371639,12724
4837,9837544,K03529.01,FALSE POSITIVE,0,1,0,0,71.661915163,172.9074598,6.33708,294.486390,46.676151,15167
4838,7877824,K03530.01,FALSE POSITIVE,1,0,0,0,9.449426850,136.0264980,6.40303,286.288450,43.614342,15650
4839,6469946,K07781.01,FALSE POSITIVE,0,0,1,0,0.715802309,131.6903480,1.55860,298.906800,41.835629,15579
4840,6947164,K03531.01,FALSE POSITIVE,0,1,0,0,70.582847170,190.4997847,8.81169,291.356960,42.493641,14624
4841,6233903,K03609.01,FALSE POSITIVE,0,1,0,0,2.995357359,132.7969810,6.57901,299.131010,41.589901,16455
4842,7212066,K03610.01,FALSE POSITIVE,0,1,0,0,3.840485025,134.4463860,2.85920,295.211670,42.786289,15260
4843,7212066,K03610.02,FALSE POSITIVE,1,1,0,0,1.920271880,132.5246606,2.65000,295.211670,42.786289,15260
4844,7047922,K01899.02,CANDIDATE,0,0,0,0,10.522637400,140.0656000,3.86400,295.754120,42.537479,14563
4845,5716508,K07737.01,FALSE POSITIVE,1,0,0,0,4.753078770,134.5462132,2.35000,295.030520,40.958149,13524
4846,10518735,K03612.01,FALSE POSITIVE,0,1,0,0,19.515013291,136.2159420,4.59379,283.915650,47.784569,16739
4847,6975129,K01628.02,CONFIRMED,0,0,0,0,1.772451066,132.0866800,2.45920,298.395750,42.459751,12949
4848,8644365,K03384.02,CONFIRMED,0,0,0,0,19.915886300,139.3682800,6.19100,298.095430,44.737061,13204
4849,9489947,K03385.01,FALSE POSITIVE,0,1,0,0,54.061328105,181.7881270,4.48223,300.018130,46.026272,15231
4850,6960487,K03386.01,FALSE POSITIVE,0,1,0,0,34.525990182,150.1022070,4.47294,295.203860,42.430450,15142
4851,6309264,K03387.01,FALSE POSITIVE,0,0,1,0,14.282141700,136.3294600,2.06800,298.189700,41.679192,15130
4852,7021177,K03452.01,FALSE POSITIVE,0,1,0,0,18.645328820,147.2075120,3.63893,287.637050,42.530819,15511
4853,7122259,K03454.01,FALSE POSITIVE,0,1,0,0,20.882125422,146.5689626,8.03365,293.145780,42.624161,15600
4854,6947668,K03455.01,CANDIDATE,0,0,0,0,14.054571800,133.0972000,4.06600,291.507080,42.429878,15802
4855,6364582,K03456.01,CONFIRMED,0,0,0,0,30.860978300,138.3141600,4.21600,292.002040,41.786961,12988
4856,6190535,K07769.01,FALSE POSITIVE,1,0,0,0,3.652810043,134.7903032,1.51320,286.736050,41.590279,15602
4857,9834257,K03457.01,FALSE POSITIVE,0,1,1,1,15.651348720,132.8119100,4.15530,293.233180,46.600151,12429
4858,10290666,K00332.02,CANDIDATE,0,0,0,0,6.866742260,135.3543000,4.21600,297.650940,47.396290,13046
4859,9529744,K01806.03,CONFIRMED,0,0,0,0,8.371595540,137.6807500,5.25200,293.213560,46.175129,13474
4860,10748621,K03532.01,FALSE POSITIVE,0,1,0,0,286.175587500,314.1015830,16.10250,297.772770,48.098110,15138
4861,4824268,K03533.01,FALSE POSITIVE,0,1,0,0,152.151447950,215.0159030,26.86120,288.282840,39.992222,14610
4862,6527016,K07783.01,FALSE POSITIVE,0,0,1,0,0.542636318,131.9558100,1.25360,293.272130,41.951420,14458
4863,6431670,K03534.01,FALSE POSITIVE,0,1,0,0,29.911334059,153.5954910,7.26916,287.884830,41.879349,16128
4864,7376500,K03535.01,FALSE POSITIVE,0,1,0,0,5.877122485,136.4208300,4.71655,295.688140,42.970581,15177
4865,9636559,K03618.01,FALSE POSITIVE,0,1,0,0,10.636305846,139.7831590,5.17212,285.334440,46.309879,17035
4866,8095110,K03619.01,FALSE POSITIVE,0,1,1,1,2.103238900,132.8681770,6.47740,290.912540,43.929890,13171
4867,11499263,K03620.01,FALSE POSITIVE,0,1,0,0,46.698200933,167.6984656,3.57049,287.405150,49.456291,15267
4868,10328393,K01905.02,CONFIRMED,0,0,0,0,15.995603730,144.2399000,3.47100,286.662960,47.413700,14017
4869,3858988,K03388.01,FALSE POSITIVE,0,1,1,1,25.951879500,148.9254900,21.56900,293.723110,38.969830,14997
4870,3848966,K03389.01,CANDIDATE,0,0,0,0,29.768183100,155.5003000,9.42500,291.069370,38.914909,14564
4871,10798605,K03390.01,FALSE POSITIVE,0,1,0,0,56.048096688,159.1678042,4.04427,292.424440,48.159592,14967
4872,5895083,K07751.01,FALSE POSITIVE,0,0,1,0,2.251612150,131.5465300,2.10000,296.885620,41.199780,13085
4873,9452897,K03391.01,CANDIDATE,0,0,0,0,36.766236400,157.1433200,3.30500,285.843870,46.015911,15903
4874,9714123,K03392.01,FALSE POSITIVE,0,1,0,0,50.355458980,136.9113798,5.51863,293.443660,46.471512,15724
4875,6118370,K03458.01,CONFIRMED,0,0,0,0,14.032877500,138.0603000,6.68400,290.149900,41.464600,15652
4876,2717158,K03459.01,CANDIDATE,0,0,0,0,13.222614900,144.2950000,4.33700,292.330350,37.997059,15208
4877,6209677,K01750.02,CANDIDATE,0,0,0,0,2.537421640,132.3462300,1.56300,293.300230,41.523338,14800
4878,9664276,K03460.01,CANDIDATE,0,0,0,0,62.596544000,185.9931000,11.47700,297.379120,46.367069,14451
4879,2437112,K03461.01,FALSE POSITIVE,0,1,1,1,18.798520000,138.0208200,4.79500,290.203610,37.774342,16153
4880,7987086,K03536.01,FALSE POSITIVE,0,1,0,0,156.516573980,278.1373780,12.22590,299.664150,43.762989,13375
4881,7374746,K03537.01,FALSE POSITIVE,0,1,0,0,1.366946478,132.2045820,3.37701,295.252870,42.900028,15002
4882,8668810,K03538.01,FALSE POSITIVE,1,0,0,0,313.092750660,424.7153810,14.34470,281.717900,44.873989,15638
4883,6519865,K07782.01,FALSE POSITIVE,1,0,1,0,0.566813677,131.7889500,2.45800,291.011380,41.906979,15644
4884,8868907,K03539.01,FALSE POSITIVE,0,1,0,0,157.322639430,222.9003630,21.92320,284.513670,45.120300,15291
4885,3865298,K03540.01,FALSE POSITIVE,0,1,0,0,9.530402160,138.2329170,5.95809,295.231960,38.925919,14689
4886,10091110,K03627.01,FALSE POSITIVE,0,1,0,0,4.218512654,133.5067680,3.62939,297.466310,47.023232,15232
4887,10091110,K03627.02,FALSE POSITIVE,0,1,0,0,8.529991199,137.6547690,3.99540,297.466310,47.023232,15232
4888,3542574,K03628.01,FALSE POSITIVE,0,1,0,1,3.471400450,133.7507440,1.55000,290.859310,38.636593,19033
4889,3544694,K03629.01,FALSE POSITIVE,0,1,0,0,1.922862476,132.7357020,3.45940,291.446260,38.639778,15925
4890,11521793,K00352.02,CONFIRMED,0,0,0,0,16.007472370,142.6378700,1.26700,298.067690,49.412601,13770
4891,9085563,K03393.01,CONFIRMED,0,0,0,0,54.649367900,176.0447000,7.96200,290.590390,45.439709,15335
4892,11337372,K01650.02,CONFIRMED,0,0,0,0,100.827672500,216.3875700,8.39000,284.296940,49.158680,15280
4893,7748487,K03394.01,CANDIDATE,0,0,0,0,15.576406100,135.9482000,5.38200,290.236020,43.470650,15491
4894,3219037,K03395.01,CANDIDATE,0,0,0,0,10.005069740,136.8302900,3.48100,286.540410,38.332600,14634
4895,5952448,K07753.01,FALSE POSITIVE,0,1,1,1,0.905675699,132.2006600,1.70100,289.297000,41.285488,15384
4896,5710069,K03396.01,CANDIDATE,0,0,0,0,36.258074900,146.8338000,5.91700,293.224400,40.931931,15553
4897,9967009,K03462.01,CANDIDATE,0,0,0,0,12.432699700,142.1049000,7.81000,297.701970,46.823318,15916
4898,9967009,K03462.02,CANDIDATE,0,0,0,0,30.990299700,141.4410000,9.45400,297.701970,46.823318,15916
4899,11874338,K03464.01,FALSE POSITIVE,0,1,0,0,15.975041700,135.7153300,3.54900,296.672000,50.150108,13933
4900,9763612,K03465.01,CONFIRMED,0,0,1,0,16.050546400,141.7340800,3.17100,288.561520,46.536049,13136
4901,9468384,K03466.01,FALSE POSITIVE,0,1,0,0,11.082622625,746.1967676,6.62584,293.252810,46.051628,16411
4902,8868364,K03541.01,CANDIDATE,0,0,0,0,421.428481940,262.2889053,8.60447,284.257200,45.118668,13769
4903,10092312,K01823.02,FALSE POSITIVE,0,1,1,1,1.096587245,132.5142100,3.02870,297.787750,47.098331,13954
4904,3964545,K03542.01,FALSE POSITIVE,0,1,0,0,3.012476415,132.2466206,3.31903,294.140010,39.089870,14776
4905,5444491,K07727.01,FALSE POSITIVE,0,0,1,1,0.759740194,131.8200100,3.25200,290.552550,40.688759,14920
4906,3735629,K03544.01,FALSE POSITIVE,0,1,0,0,4.664186517,133.6706680,4.06390,287.987950,38.891750,16144
4907,8244173,K03545.01,FALSE POSITIVE,0,1,0,0,1.092066399,132.1028432,2.97608,295.506100,44.110538,15896
4908,6546508,K03613.01,FALSE POSITIVE,0,1,0,0,3.053578643,133.8788430,3.22884,298.131410,41.950989,15740
4909,9886224,K03614.01,FALSE POSITIVE,0,1,0,0,2.992662857,131.8932190,2.52580,289.856900,46.789928,16328
4910,3735634,K03615.01,FALSE POSITIVE,0,1,1,1,4.664188563,133.6702440,3.77300,287.989590,38.890381,13915
4911,5730380,K07738.01,FALSE POSITIVE,0,1,1,0,0.954873008,131.8519830,1.06130,298.058320,40.943069,11800
4912,6058875,K03616.01,FALSE POSITIVE,0,1,0,0,0.564934120,131.7871403,2.57621,296.370360,41.390469,15839
4913,10735564,K03617.01,FALSE POSITIVE,0,1,0,0,1.674984844,131.7930340,4.92134,293.574370,48.007439,14567
4914,6200810,K03397.01,CANDIDATE,0,0,0,0,35.875448200,147.5086000,3.97200,290.449280,41.535789,15353
4915,3561464,K03398.01,CONFIRMED,1,0,0,0,7.319452940,137.2206500,4.88100,295.498110,38.644501,13489
4916,3561464,K03398.02,CANDIDATE,0,0,0,0,35.800711200,144.9216900,8.21900,295.498110,38.644501,13489
4917,3561464,K03398.03,CANDIDATE,0,0,0,0,4.327105790,131.5891000,3.87200,295.498110,38.644501,13489
4918,6359802,K03399.01,FALSE POSITIVE,0,1,1,1,14.154026150,144.1768500,4.11500,290.354430,41.769180,15056
4919,7121885,K03467.01,FALSE POSITIVE,0,1,0,0,33.937542130,147.1824010,11.16770,293.030670,42.635220,15191
4920,5213404,K03468.01,CONFIRMED,0,0,0,0,20.705715300,139.9803000,9.67800,298.118870,40.375050,14276
4921,4844470,K03469.01,CANDIDATE,0,0,0,0,60.532988000,134.5746100,7.08600,294.250370,39.943939,14196
4922,11551692,K01781.03,CANDIDATE,0,0,0,0,58.019858300,151.8500700,5.34800,287.605590,49.523258,12231
4923,9995771,K03470.01,CANDIDATE,0,0,0,0,15.061783500,140.1111000,6.31000,283.797820,46.931000,15386
4924,7287391,K03546.01,FALSE POSITIVE,0,1,0,0,4.286103033,134.5907770,2.64220,293.463560,42.884060,15295
4925,6756202,K03547.01,FALSE POSITIVE,0,1,0,0,290.777871900,393.5113870,12.05250,283.898620,42.299992,14282
4926,10215869,K03548.01,FALSE POSITIVE,0,1,0,0,5.017239915,134.4901360,4.36126,294.923710,47.249989,14115
4927,5456319,K07728.01,FALSE POSITIVE,0,0,1,0,0.937923475,132.3450100,3.16400,294.116490,40.681061,14403
4928,2307206,K03549.01,FALSE POSITIVE,0,1,0,0,204.032934200,253.5366260,17.56230,292.376160,37.657459,15734
4929,7025540,K03550.01,FALSE POSITIVE,0,1,0,0,2.148219541,132.7667300,2.94091,289.252810,42.562611,15783
4930,7620844,K03551.01,FALSE POSITIVE,0,1,0,0,58.621578824,178.5674958,8.52961,295.610380,43.260422,15161
4931,6677267,K03622.01,FALSE POSITIVE,0,1,1,0,3.125821128,134.4796840,2.21630,287.151670,42.110378,12770
4932,5736801,K07739.01,FALSE POSITIVE,1,0,1,0,6.675187100,137.4528000,2.37200,299.339940,40.925362,15554
4933,8177798,K03624.01,FALSE POSITIVE,0,1,0,0,1.450205839,131.9855230,3.63730,295.816860,44.005680,13910
4934,10489521,K03625.01,FALSE POSITIVE,0,1,0,0,3.224486463,131.8559250,4.61686,298.353270,47.668880,16169
4935,9328641,K03400.01,FALSE POSITIVE,1,0,0,0,33.323957600,132.5898900,37.21700,284.851620,45.863510,15213
4936,9966219,K03401.01,CANDIDATE,0,0,0,0,17.955967300,139.0347000,6.23700,297.478390,46.815750,14388
4937,5991070,K07756.01,FALSE POSITIVE,1,0,0,0,0.941029540,131.9021000,4.41500,299.372680,41.236671,13134
4938,5531953,K01681.02,FALSE POSITIVE,0,0,1,0,1.992812339,131.7056500,2.06600,291.285000,40.730049,15855
4939,3757778,K03402.01,FALSE POSITIVE,0,1,0,0,36.514374043,163.7944630,6.48255,294.196290,38.837120,15423
4940,11754430,K03403.01,CONFIRMED,0,0,0,0,39.818832000,166.6507200,10.75700,286.646420,49.937778,13102
4941,9995771,K03470.02,CONFIRMED,0,0,0,0,25.433786400,143.1302000,6.51400,283.797820,46.931000,15386
4942,11875511,K03471.01,FALSE POSITIVE,0,1,0,0,67.451045000,151.9675600,8.93870,297.169770,50.147369,13342
4943,6231721,K07773.01,CANDIDATE,0,0,0,0,2.693399740,131.9006000,1.93600,298.686070,41.521069,15673
4944,9536108,K03472.01,CANDIDATE,0,0,0,0,10.430031180,133.2962000,2.02900,295.638550,46.132549,14412
4945,8905246,K03473.01,CANDIDATE,0,0,0,0,27.637147080,143.9334200,1.72770,298.075900,45.189030,13851
4946,5213230,K03474.01,CANDIDATE,0,0,0,0,52.609510300,158.6253000,8.20200,298.083400,40.346210,14192
4947,3326377,K01830.02,CONFIRMED,0,0,0,0,198.710625100,156.5181900,8.63800,286.558070,38.405369,14443
4948,6233466,K03552.01,FALSE POSITIVE,0,1,0,0,15.873380595,143.8599410,8.04290,299.047270,41.538078,14679
4949,5460434,K07729.01,FALSE POSITIVE,1,0,0,0,50.563697000,145.8658000,5.38100,295.195010,40.670841,10948
4950,11249624,K03553.01,FALSE POSITIVE,0,1,0,0,65.583665567,182.6493381,5.01216,294.438630,48.985241,15743
4951,8491745,K03555.01,FALSE POSITIVE,0,1,0,0,111.319805220,226.6487050,23.00780,290.511630,44.556019,12439
4952,3970117,K03556.01,FALSE POSITIVE,0,1,0,0,110.295126840,235.7509480,16.53390,295.462010,39.084389,15258
4953,11147814,K03334.01,FALSE POSITIVE,0,1,0,0,95.178317934,224.5967850,3.60125,296.338620,48.757580,14401
4954,1871483,K06256.01,CANDIDATE,0,0,0,0,14.137062000,136.6982600,2.26400,292.132390,37.388481,15729
4955,10922659,K03335.01,CANDIDATE,0,0,0,0,31.254323800,155.0470000,5.66200,293.070620,48.387741,15820
4956,8892720,K03336.01,FALSE POSITIVE,0,1,0,0,61.491147900,163.6336630,9.74500,294.356630,45.195011,15523
4957,6021275,K00284.04,CONFIRMED,0,0,0,0,110.286703100,239.2212800,4.42700,283.235810,41.343040,11818
4958,7869917,K01525.02,CANDIDATE,0,0,0,0,11.806173700,138.2641000,4.47200,281.971250,43.672771,12082
4959,11754430,K03403.02,CANDIDATE,0,0,0,0,6.158286660,135.4969000,6.32900,286.646420,49.937778,13102
4960,6032920,K07757.01,FALSE POSITIVE,1,0,0,0,10.828825742,134.9251984,0.72750,288.656950,41.399529,13492
4961,8409295,K03404.01,CONFIRMED,0,0,0,0,82.292865000,212.0314000,7.04800,281.295810,44.465401,14828
4962,7131760,K03407.01,CONFIRMED,0,0,0,0,92.436978000,163.5794000,6.43200,295.693570,42.609509,15449
4963,11922778,K03408.01,CANDIDATE,0,0,0,0,65.427645000,176.2733000,9.40400,296.006900,50.281811,14821
4964,9468382,K03409.01,FALSE POSITIVE,0,1,1,1,11.082605530,136.6562000,6.23000,293.252590,46.049030,13566
4965,6145201,K03475.01,FALSE POSITIVE,0,1,1,0,22.783277600,145.5334400,4.19400,297.495150,41.414700,12972
4966,5986209,K03476.01,FALSE POSITIVE,0,1,0,0,23.737952838,147.0066780,8.50818,298.371770,41.291759,15147
4967,9226339,K03477.01,FALSE POSITIVE,0,0,1,0,21.461845300,132.2156000,5.67500,294.916990,45.680679,13798
4968,6525209,K03479.01,FALSE POSITIVE,0,1,0,0,75.131948830,184.4294620,20.87290,292.721370,41.904919,14658
4969,2975770,K01788.02,FALSE POSITIVE,1,0,0,0,369.069345000,298.3962000,5.83200,287.737550,38.114559,14521
4970,5534965,K03557.01,FALSE POSITIVE,0,1,0,0,243.821221310,159.4958018,10.93120,292.260440,40.703678,13297
4971,5512513,K07730.01,FALSE POSITIVE,0,1,0,0,0.774598560,132.3192077,2.71000,283.698910,40.768040,14737
4972,9965206,K03558.01,FALSE POSITIVE,0,1,0,0,16.227548674,136.6397289,5.08666,297.190370,46.826481,15901
4973,4247023,K03559.01,FALSE POSITIVE,0,1,0,0,47.189437000,148.0448650,11.55500,286.848510,39.304939,15624
4974,4848423,K03560.01,FALSE POSITIVE,0,1,0,0,1.501760172,131.5669078,5.85519,295.217470,39.910042,11825
4975,11403216,K03561.01,FALSE POSITIVE,0,1,0,0,4.053254470,134.7445520,4.01160,292.026890,49.207180,15537
4976,11853878,K01833.02,CANDIDATE,0,0,0,0,7.684333460,133.3600700,1.43460,285.602540,50.112041,14265
4977,7692093,K03337.01,CANDIDATE,0,0,0,0,11.166228850,134.9695100,3.38900,294.905940,43.381889,15927
4978,8263752,K03338.01,FALSE POSITIVE,1,1,1,1,10.993819630,133.2532080,3.78890,300.783940,44.192558,13427
4979,8263752,K03338.02,FALSE POSITIVE,0,1,1,1,10.993808700,138.8062400,5.04030,300.783940,44.192558,13427
4980,7772914,K03339.01,CANDIDATE,0,0,0,0,23.133449400,154.4529600,3.60200,297.751920,43.447578,14656
4981,3529290,K03340.01,CANDIDATE,0,0,0,0,8.953965600,132.8453000,4.89800,286.510190,38.618309,13776
4982,9285265,K03410.01,CONFIRMED,0,0,0,0,16.586032900,133.2813600,7.04300,293.629760,45.740650,15589
4983,6025124,K03411.01,FALSE POSITIVE,0,1,0,0,26.837718080,158.1253310,1.61620,285.147800,41.388908,14426
4984,5780930,K03412.01,CONFIRMED,0,0,0,0,16.752507700,131.5983400,3.17400,288.597110,41.036430,14534
4985,5531953,K01681.03,CANDIDATE,0,0,0,0,3.531058350,134.3171000,1.77800,291.285000,40.730049,15855
4986,4164393,K03413.01,FALSE POSITIVE,0,1,0,0,49.612757516,165.9984372,7.07603,293.217290,39.207809,15217
4987,6277410,K07774.01,CANDIDATE,0,0,0,0,6.325895740,133.2708100,1.38300,289.335510,41.683449,15421
4988,9843517,K03480.01,CANDIDATE,0,0,0,0,11.937835400,133.2612000,4.65200,296.652560,46.618809,15954
4989,8812045,K03481.01,CANDIDATE,0,0,0,0,32.715906000,135.9204000,10.79000,289.098450,45.023090,14462
4990,7288444,K03482.01,CANDIDATE,0,0,0,0,15.331771900,142.5217000,5.46700,293.767400,42.829208,15098
4991,3101923,K03483.01,CANDIDATE,0,0,0,0,82.331756000,133.0814000,8.66400,287.322690,38.279709,14872
4992,10881457,K03484.01,CONFIRMED,0,0,0,0,84.704139000,152.1832000,10.39300,298.959140,48.257820,15169
4993,5513861,K07731.01,FALSE POSITIVE,0,1,0,0,0.755105584,131.8133513,5.02374,284.352170,40.714710,11638
4994,9948002,K03562.01,FALSE POSITIVE,0,1,0,0,101.263362820,214.1251280,17.89510,290.425290,46.889938,14319
4995,5264304,K03563.01,FALSE POSITIVE,0,1,0,0,120.581671780,248.2387720,8.29040,288.450810,40.432449,15777
4996,10960995,K03564.01,FALSE POSITIVE,0,1,0,0,1.558544209,131.5676650,3.37270,283.317870,48.404598,14498
4997,9592575,K03565.01,FALSE POSITIVE,0,1,0,0,2.637574080,131.5755610,5.96260,293.669340,46.297459,15902
4998,7898576,K03566.01,FALSE POSITIVE,1,0,0,0,8.646361880,135.4622300,8.73607,294.388580,43.690540,14097
4999,11671429,K03567.01,FALSE POSITIVE,0,1,0,0,112.463588930,197.5577020,31.82730,296.453370,49.786549,10967
5000,5621333,K03341.01,CANDIDATE,0,0,0,0,27.096514600,139.3521000,8.42000,292.229770,40.808949,14886
5001,5621333,K03341.02,CANDIDATE,0,0,0,0,11.547498300,139.9777000,6.68400,292.229770,40.808949,14886
5002,5392897,K03342.01,FALSE POSITIVE,0,1,0,0,42.399304290,354.4614530,18.36090,299.069430,40.515659,15747
5003,3236705,K03343.01,CANDIDATE,0,0,0,0,83.266410300,194.2392500,2.81300,291.855220,38.393131,14970
5004,5282049,K01545.02,FALSE POSITIVE,1,1,0,0,5.910399050,132.7277844,3.85000,293.836880,40.410450,15169
5005,11810124,K03344.01,CANDIDATE,0,0,0,0,11.604488100,139.0560300,3.40900,289.664890,50.020039,15254
5006,6023859,K03414.01,FALSE POSITIVE,0,1,0,0,27.009807384,141.2897316,1.96698,284.496280,41.325890,15483
5007,3433668,K03415.01,CONFIRMED,0,0,0,0,15.021978400,143.6989000,5.06800,288.549130,38.565231,13109
5008,2849140,K03416.01,CANDIDATE,0,0,0,0,11.823722800,139.4199000,8.51800,290.733280,38.007210,15353
5009,3629330,K03418.01,CONFIRMED,0,0,0,0,85.272459000,182.3725000,13.31000,286.130770,38.779629,15417
5010,5471289,K03485.01,FALSE POSITIVE,1,0,1,1,12.425926750,141.5292956,29.17010,297.611180,40.650799,14936
5011,8121328,K03486.01,CANDIDATE,0,0,0,0,19.068951300,145.7515000,12.46200,298.820620,43.909859,14371
5012,9783760,K03487.01,FALSE POSITIVE,0,1,0,0,89.739813700,205.2646500,3.26371,296.862460,46.545490,14294
